0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 2 3 0 0 0 0 0 1 0 1 0 1 3 1 0 0 0 0 5 0 2 1 3 0 1 0 0 0 0 1 0 2 0 1 0 1 1 1 0 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 1 2 0 6 13 7 0 0 0 0 0 0 0 0 1 8 7 4 2 14 0 0 0 0 0 0 4 1 29 15 10 14 5 0 0 0 0 0 0 0 1 5 4 1 9 11 3 0 0 0 8 3 1 5 13 3 19 19 15 2 0 0 18 27 7 10 10 6 50 22 19 0 0 9 28 23 17 12 25 24 33 2 0 0 0 0 6 43 6 11 5 13 11 3 6 11 3 0 0 0 6 42 16 34 7 1 7 28 8 0 0 0 0 0 0 8 7 15 10 7 13 3 0 0 0 1 0 1 0 3 1 1 0 3 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 4 0 2 0 0 0 0 0 0 0 1 5 6 7 10 13 1 0 0 0 0 0 0 0 0 5 24 9 4 7 0 0 0 0 0 0 4 1 18 14 23 20 7 0 0 0 0 0 0 1 8 2 9 1 20 11 6 0 0 1 2 1 1 2 20 2 22 15 12 2 0 0 22 36 19 6 17 9 49 37 16 0 0 11 58 21 21 20 24 25 33 5 0 0 0 0 14 43 11 11 13 13 7 1 6 10 4 0 0 0 4 54 19 31 4 1 7 30 14 0 0 0 0 0 0 6 20 11 9 13 29 1 2 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0
0 0 0 0 0 0 0 1 3 0 6 0 0 0 0 0 0 0 0 0 1 3 5 1 14 15 0 0 0 0 0 0 0 0 1 15 14 11 1 8 0 0 0 0 0 0 4 0 30 7 32 25 8 0 0 0 0 0 0 0 6 1 3 2 11 13 4 0 0 0 3 2 3 3 24 7 13 20 12 3 1 1 22 41 11 6 18 24 60 43 13 0 0 15 33 22 9 13 23 19 37 2 0 0 0 0 4 31 5 6 13 10 14 1 4 16 1 0 0 0 2 43 27 33 8 2 9 26 4 0 0 0 0 0 0 9 12 21 15 15 26 0 1 0 0 0 0 0 1 2 1 0 3 3 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 8 1 0 2 0 0 0 0 0 0 0 3 11 9 16 15 1 0 0 0 0 0 0 0 0 15 26 12 5 16 0 0 0 0 0 0 6 4 21 11 15 14 4 2 0 0 0 0 0 0 0 3 7 1 16 12 3 0 0 0 8 0 5 3 26 1 21 29 19 5 0 1 25 50 11 8 7 19 84 44 28 0 0 17 39 34 31 12 29 39 42 5 0 0 0 0 7 27 11 10 12 16 15 2 3 14 1 0 0 0 8 39 15 47 5 1 11 38 5 0 0 0 0 0 1 11 19 28 27 19 22 1 0 0 0 0 0 0 0 4 1 0 1 3 0 0 0 0 0 0
0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 4 9 1 20 29 1 0 0 0 0 0 0 0 0 5 16 11 1 9 0 0 0 0 0 0 3 2 20 12 15 25 5 0 0 0 0 0 0 0 3 1 3 3 13 7 3 0 0 1 1 2 4 4 14 3 20 23 18 5 0 0 24 57 11 3 23 13 56 52 20 0 1 12 40 34 23 12 17 23 80 2 0 0 0 0 5 45 12 6 11 12 13 4 9 14 2 0 0 0 2 37 10 66 5 1 6 27 5 0 0 0 0 0 0 12 12 24 14 17 16 8 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 2 10 6 24 16 2 0 0 0 0 0 0 0 0 8 22 3 3 11 0 0 0 0 0 0 9 1 31 14 7 11 9 0 0 0 0 0 0 1 4 5 9 3 9 20 3 0 0 0 9 3 3 3 11 5 34 24 15 3 0 1 17 51 6 10 10 19 43 44 19 0 0 16 31 35 24 7 28 14 63 5 0 0 0 0 15 44 4 7 18 8 15 5 4 14 1 1 0 0 8 25 14 47 14 4 9 22 3 0 0 0 1 0 0 6 10 26 18 2 6 5 1 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0
0 0 0 2 0 0 0 1 0 1 10 2 0 0 0 0 0 0 0 0 0 4 15 3 27 14 1 0 0 0 0 0 0 0 0 12 27 10 8 19 0 0 0 0 0 0 1 2 34 17 3 21 12 0 0 0 0 0 0 0 3 3 7 6 19 16 5 0 0 1 6 1 2 3 12 5 30 27 12 10 0 0 27 76 14 6 7 16 53 55 23 0 0 21 42 32 17 8 28 24 75 7 0 0 1 0 12 42 5 10 26 8 23 2 3 11 4 0 0 1 2 46 21 60 6 2 15 36 8 0 0 0 0 1 1 9 27 30 22 13 21 3 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 2 5 1 1 0 0 0 0 0 0 0 0 2 8 4 10 12 1 0 0 0 0 0 0 0 2 14 12 7 5 12 0 0 0 0 0 0 3 0 25 12 6 20 8 0 0 0 0 0 0 0 11 3 7 4 7 12 5 0 0 0 3 2 2 1 21 5 26 37 11 2 0 0 21 63 16 3 13 14 59 58 32 0 0 15 51 20 13 10 32 31 51 0 0 0 0 0 9 30 7 12 21 12 9 1 2 8 3 0 0 1 3 30 17 52 1 0 5 17 5 0 0 0 0 0 3 8 19 27 11 12 8 3 0 0 0 0 0 0 0 0 1 1 0 4 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 4 2 17 8 0 0 0 0 0 0 0 0 0 13 8 0 0 15 0 0 0 0 0 0 4 2 13 15 7 10 6 0 0 0 0 0 0 0 4 2 0 6 13 10 6 0 0 0 3 1 0 1 19 2 16 22 6 3 1 0 14 49 13 9 5 16 57 47 13 0 0 10 36 24 17 8 30 21 42 5 0 0 0 0 5 27 6 10 22 5 7 2 0 8 2 0 0 0 1 25 7 28 4 1 7 15 6 0 0 0 0 0 0 5 6 13 12 11 9 3 0 0 1 0 0 0 0 4 0 1 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 0 3 0 3 0 0 0 0 0 0 0 0 3 14 2 20 12 0 0 0 0 0 0 0 0 2 19 9 1 4 5 0 0 0 0 0 0 11 1 12 9 10 11 4 0 0 0 0 0 0 0 8 1 5 8 13 5 3 0 0 0 2 0 0 2 5 5 10 28 7 2 0 1 6 48 8 12 6 11 30 30 21 0 0 8 22 10 2 9 31 17 14 3 0 0 0 0 4 15 4 9 23 6 12 2 2 10 3 0 0 0 5 12 16 22 3 0 11 15 11 0 0 0 0 0 1 2 6 8 9 9 15 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 8 0 1 0 0 0 0 0 0 0 0 4 4 3 19 8 0 0 0 0 0 0 0 0 0 14 8 9 2 22 0 0 0 0 0 1 8 2 16 7 4 22 11 0 0 0 0 0 0 1 6 1 3 4 14 4 3 0 0 0 3 2 3 2 13 5 15 17 9 2 0 0 9 47 6 6 6 13 38 18 16 0 0 15 38 15 11 9 17 12 27 2 0 0 0 0 12 18 6 9 21 5 5 2 3 3 3 2 0 0 2 18 13 19 5 0 4 14 5 0 0 0 0 0 0 7 10 10 10 9 8 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 2 4 1 13 9 0 0 0 0 0 0 0 0 1 8 7 2 1 11 0 0 0 0 0 0 4 1 7 7 9 20 2 0 0 0 0 0 0 1 4 2 0 1 16 4 0 0 0 0 2 2 0 1 6 3 16 11 10 3 0 0 9 29 10 9 3 2 30 29 12 0 0 7 20 23 7 13 12 12 19 1 0 0 0 0 3 12 2 4 11 3 7 1 0 7 2 0 0 1 3 16 10 13 2 1 5 15 2 0 0 0 0 0 0 2 4 8 3 5 7 1 0 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 0 0
